instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,user_count,dayname,weather,season_name,atemp_celcius,suhu
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Selasa,"Cerah, Berawan",Winter,13.5098,Sangat dingin
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Rabu,"Cerah, Berawan",Winter,15.0569,Dingin
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Kamis,Berkabut,Winter,16.9181,Dingin
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Jumat,Berkabut,Winter,20.61185,Dingin
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Sabtu,Berkabut,Winter,17.99125,Dingin
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Minggu,Berkabut,Winter,12.46855,Sangat dingin
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Senin,"Cerah, Berawan",Winter,12.27895,Sangat dingin
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Selasa,"Cerah, Berawan",Winter,14.04665,Sangat dingin
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Rabu,Berkabut,Winter,19.822699999999998,Dingin
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Kamis,Berkabut,Spring,21.40085,Dingin
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Jumat,Berkabut,Spring,21.306050000000003,Dingin
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Sabtu,"Cerah, Berawan",Spring,18.87565,Dingin
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Minggu,"Cerah, Berawan",Spring,14.9621,Sangat dingin
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Senin,"Cerah, Berawan",Spring,13.998050000000001,Sangat dingin
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Selasa,"Cerah, Berawan",Spring,15.77675,Dingin
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Rabu,Berkabut,Spring,16.38165,Dingin
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Kamis,"Cerah, Berawan",Spring,13.9987,Sangat dingin
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Jumat,"Cerah, Berawan",Spring,13.194600000000001,Sangat dingin
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Sabtu,"Cerah, Berawan",Spring,15.9406,Dingin
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Minggu,"Cerah, Berawan",Spring,20.70605,Dingin
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Senin,"Cerah, Berawan",Spring,18.78105,Dingin
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Selasa,"Cerah, Berawan",Spring,12.615199999999998,Sangat dingin
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Rabu,"Cerah, Berawan",Spring,6.31375,Sangat dingin
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Kamis,Berkabut,Spring,5.96685,Sangat dingin
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Jumat,"Cerah, Berawan",Spring,13.9206,Sangat dingin
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Sabtu,"Cerah, Berawan",Spring,17.01335,Dingin
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Minggu,"Cerah, Berawan",Spring,19.53895,Dingin
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Senin,"Cerah, Berawan",Spring,17.012900000000002,Dingin
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Selasa,Berkabut,Spring,12.37395,Sangat dingin
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Rabu,"Cerah, Berawan",Spring,15.9413,Dingin
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Kamis,Berkabut,Spring,14.14105,Sangat dingin
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Jumat,Berkabut,Spring,19.0969,Dingin
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Sabtu,"Cerah, Berawan",Spring,12.4681,Sangat dingin
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Minggu,"Cerah, Berawan",Spring,9.15435,Sangat dingin
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Senin,"Cerah, Berawan",Spring,8.081249999999999,Sangat dingin
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Selasa,"Cerah, Berawan",Spring,9.53315,Sangat dingin
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Rabu,Berkabut,Spring,18.2139,Dingin
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Kamis,"Cerah, Berawan",Spring,13.7627,Sangat dingin
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Jumat,"Cerah, Berawan",Spring,9.501900000000001,Sangat dingin
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Sabtu,Berkabut,Spring,11.047899999999998,Sangat dingin
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Minggu,Berkabut,Spring,8.74375,Sangat dingin
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Senin,Berkabut,Spring,8.1125,Sangat dingin
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Selasa,Berkabut,Spring,12.152899999999999,Sangat dingin
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Rabu,"Cerah, Berawan",Spring,17.455399999999997,Dingin
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Kamis,"Cerah, Berawan",Spring,14.74105,Sangat dingin
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Jumat,Berkabut,Spring,17.8025,Dingin
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Sabtu,Berkabut,Spring,20.76915,Dingin
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Minggu,"Cerah, Berawan",Spring,16.318949999999997,Dingin
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Senin,"Cerah, Berawan",Spring,13.63605,Sangat dingin
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Selasa,"Cerah, Berawan",Spring,13.13125,Sangat dingin
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Rabu,"Cerah, Berawan",Spring,19.06585,Dingin
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Kamis,"Cerah, Berawan",Spring,23.326900000000002,Normal
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Jumat,Berkabut,Spring,19.94855,Dingin
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Sabtu,"Cerah, Berawan",Spring,15.4673,Dingin
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Minggu,Berkabut,Spring,13.63625,Sangat dingin
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Senin,Berkabut,Spring,13.22605,Sangat dingin
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Selasa,"Cerah, Berawan",Spring,14.8213,Sangat dingin
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Rabu,"Cerah, Berawan",Spring,18.0552,Dingin
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Kamis,Berkabut,Spring,13.321050000000001,Sangat dingin
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Jumat,"Cerah, Berawan",Spring,13.0994,Sangat dingin
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Sabtu,Berkabut,Spring,14.6779,Sangat dingin
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Minggu,"Hujan, Salju",Spring,10.54335,Sangat dingin
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Senin,"Cerah, Berawan",Spring,5.0828999999999995,Sangat dingin
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Selasa,"Cerah, Berawan",Spring,11.39565,Sangat dingin
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Rabu,Berkabut,Spring,16.697300000000002,Dingin
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Kamis,"Cerah, Berawan",Spring,17.58145,Dingin
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Jumat,Berkabut,Spring,16.5081,Dingin
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Sabtu,"Cerah, Berawan",Spring,17.58145,Dingin
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Minggu,"Cerah, Berawan",Spring,17.77125,Dingin
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Senin,Berkabut,Spring,13.2894,Sangat dingin
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Selasa,"Cerah, Berawan",Spring,13.66955,Sangat dingin
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Rabu,"Cerah, Berawan",Spring,14.755650000000001,Sangat dingin
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Kamis,"Cerah, Berawan",Spring,19.63335,Dingin
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Jumat,"Cerah, Berawan",Spring,22.2223,Dingin
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Sabtu,Berkabut,Spring,20.54855,Dingin
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Minggu,"Cerah, Berawan",Spring,12.78375,Sangat dingin
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Senin,"Cerah, Berawan",Spring,13.4154,Sangat dingin
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Selasa,"Cerah, Berawan",Spring,17.8977,Dingin
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Rabu,"Cerah, Berawan",Spring,17.67625,Dingin
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Kamis,Berkabut,Spring,17.4235,Dingin
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Jumat,"Cerah, Berawan",Spring,23.768549999999998,Normal
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Sabtu,Berkabut,Spring,17.9921,Dingin
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Minggu,Berkabut,Spring,20.6746,Dingin
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Senin,"Cerah, Berawan",Spring,15.15105,Dingin
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Selasa,"Cerah, Berawan",Spring,12.05855,Sangat dingin
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Rabu,"Cerah, Berawan",Spring,12.752099999999999,Sangat dingin
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Kamis,"Cerah, Berawan",Spring,19.255,Dingin
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Jumat,"Cerah, Berawan",Spring,26.230199999999996,Normal
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Sabtu,Berkabut,Spring,19.85415,Dingin
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Minggu,"Cerah, Berawan",Spring,13.888349999999999,Sangat dingin
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Senin,"Cerah, Berawan",Spring,17.9835,Dingin
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Selasa,"Cerah, Berawan",Spring,22.9796,Dingin
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,Rabu,"Cerah, Berawan",Spring,27.14645,Normal
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,Kamis,"Cerah, Berawan",Spring,27.43085,Normal
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Jumat,"Cerah, Berawan",Spring,26.64125,Normal
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Sabtu,Berkabut,Spring,21.81145,Dingin
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,Minggu,Berkabut,Spring,25.252299999999998,Normal
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,Senin,Berkabut,Spring,23.200000000000003,Normal
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,Selasa,"Cerah, Berawan",Spring,26.64105,Normal
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Rabu,"Cerah, Berawan",Spring,26.926650000000002,Normal
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Kamis,Berkabut,Summer,25.6629,Normal
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,Jumat,"Cerah, Berawan",Summer,26.57835,Normal
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,Sabtu,Berkabut,Summer,28.50335,Normal
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Minggu,Berkabut,Summer,24.336650000000002,Normal
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Senin,Berkabut,Summer,21.874399999999998,Dingin
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Selasa,"Cerah, Berawan",Summer,21.9375,Dingin
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,Rabu,"Cerah, Berawan",Summer,15.7827,Dingin
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Kamis,"Cerah, Berawan",Summer,23.5475,Normal
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Jumat,"Cerah, Berawan",Summer,24.1152,Normal
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,Sabtu,Berkabut,Summer,18.78105,Dingin
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,Minggu,Berkabut,Summer,21.0854,Dingin
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,Senin,Berkabut,Summer,20.86435,Dingin
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Selasa,"Cerah, Berawan",Summer,21.37565,Dingin
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,Rabu,"Cerah, Berawan",Summer,23.07415,Normal
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,Kamis,"Cerah, Berawan",Summer,26.6725,Normal
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,Jumat,"Cerah, Berawan",Summer,21.55815,Dingin
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,Sabtu,"Cerah, Berawan",Summer,19.538349999999998,Dingin
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,Minggu,"Cerah, Berawan",Summer,21.306449999999998,Dingin
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Senin,"Cerah, Berawan",Summer,24.62125,Normal
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Selasa,"Cerah, Berawan",Summer,23.8319,Normal
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,Rabu,"Cerah, Berawan",Summer,21.81165,Dingin
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Kamis,"Cerah, Berawan",Summer,16.8637,Dingin
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Jumat,"Cerah, Berawan",Summer,19.3802,Dingin
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,Sabtu,"Cerah, Berawan",Summer,21.590400000000002,Dingin
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,Minggu,"Cerah, Berawan",Summer,24.3998,Normal
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,Senin,"Cerah, Berawan",Summer,28.69375,Normal
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,Selasa,"Cerah, Berawan",Summer,30.746250000000003,Normal
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,Rabu,"Cerah, Berawan",Summer,29.92435,Normal
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Kamis,Berkabut,Summer,22.8519,Dingin
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,Jumat,"Cerah, Berawan",Summer,24.6523,Normal
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,Sabtu,"Cerah, Berawan",Summer,25.78875,Normal
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,Minggu,"Cerah, Berawan",Summer,27.14605,Normal
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,Senin,"Hujan, Salju",Summer,19.4752,Dingin
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Selasa,Berkabut,Summer,15.056249999999999,Dingin
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Rabu,"Cerah, Berawan",Summer,20.26415,Dingin
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Kamis,"Cerah, Berawan",Summer,23.51585,Normal
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Jumat,Berkabut,Summer,24.17915,Normal
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Sabtu,"Cerah, Berawan",Summer,22.63185,Dingin
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Minggu,Berkabut,Summer,18.8752,Dingin
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,Senin,"Cerah, Berawan",Summer,22.50605,Dingin
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,Selasa,Berkabut,Summer,22.8848,Dingin
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Rabu,Berkabut,Summer,28.85105,Normal
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Kamis,"Cerah, Berawan",Summer,26.894800000000004,Normal
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,Jumat,Berkabut,Summer,26.862099999999998,Normal
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,Sabtu,"Cerah, Berawan",Summer,29.54585,Normal
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,Minggu,Berkabut,Summer,29.2304,Normal
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,Senin,Berkabut,Summer,27.336850000000002,Normal
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,Selasa,Berkabut,Summer,26.3571,Normal
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Rabu,Berkabut,Summer,27.87355,Normal
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,Kamis,Berkabut,Summer,27.65125,Normal
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,Jumat,"Cerah, Berawan",Summer,24.58915,Normal
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,Sabtu,"Cerah, Berawan",Summer,26.04165,Normal
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,Minggu,"Cerah, Berawan",Summer,27.24085,Normal
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Senin,"Cerah, Berawan",Summer,29.2619,Normal
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Selasa,Berkabut,Summer,27.495000000000005,Normal
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Rabu,Berkabut,Summer,28.8202,Normal
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Kamis,"Cerah, Berawan",Summer,29.798750000000002,Normal
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Jumat,"Cerah, Berawan",Summer,28.630650000000003,Normal
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Sabtu,"Cerah, Berawan",Summer,27.55605,Normal
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Minggu,"Cerah, Berawan",Summer,28.345399999999998,Normal
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Senin,"Cerah, Berawan",Summer,29.19835,Normal
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Selasa,Berkabut,Summer,28.283350000000002,Normal
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Rabu,Berkabut,Summer,29.04125,Normal
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Kamis,Berkabut,Summer,29.230600000000003,Normal
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Jumat,"Cerah, Berawan",Summer,30.335,Normal
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Sabtu,"Cerah, Berawan",Summer,31.37645,Hangat
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Minggu,"Cerah, Berawan",Summer,32.134800000000006,Hangat
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Senin,"Cerah, Berawan",Summer,32.07125,Hangat
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Selasa,"Cerah, Berawan",Summer,33.965,Hangat
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Rabu,"Cerah, Berawan",Summer,33.6496,Hangat
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Kamis,Berkabut,Summer,30.55645,Normal
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Jumat,"Cerah, Berawan",Summer,31.566450000000003,Hangat
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Sabtu,Berkabut,Summer,30.3981,Normal
